Category	Species	Biomolecule name	Biomolecule ID	Disease name	Disease ontology	ICD-10 classification	Tissue	PubMed_ID	Interaction gene symbol	Expression direction	Experimental method	Experimental method classification	Throughput	Description	Reference title	Year
metabolite	Rattus norvegicus	Retinyl Ester	5460164	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Retinyl Ester	5460164	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	S-Adenosylhomocysteine	439155	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	S-Adenosylhomocysteine	439155	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	S-Adenosylmethionine	34755	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	S-Adenosylmethionine	34755	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	S-Adenosylmethionine	34755	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Spermidine	1102	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Spermidine	1102	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Spermidine	1102	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Spermine	1103	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Spermine	1103	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Sphinganine	91486	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Sphingosine	5280335	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Sphingosine	5280335	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Sphingosine	5280335	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Stearoylcarnitine	6426855	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Stearoylcarnitine	6426855	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Stearoylcarnitine	6426855	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Tauroursodeoxycholic Acid	9848818	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Tauroursodeoxycholic Acid	9848818	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Tryptophan	6305	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Tryptophan	6305	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	UDP-N-Acetyl-D-Galactosaminuronic Acid	23724529	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Uracil	1174	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Uracil	1174	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Uridine	6029	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Uridine	6029	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Uridine	6029	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
